BARANGAY,Year,1 Total,1 D,1 A,2 Total,2 D,2 A,3 Total,3 D,3 A,4 Total,4 D,4 A,5 Total,5 D,5 A,6 Total,6 D,6 A,7 Total,7 D,7 A,8 Total,8 D,8 A,9 Total,9 D,9 A,10 Total,10 D,10 A,11 Total,11 D,11 A,12 Total,12 D,12 A,Grand Total
SAN NICOLAS I,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN NICOLAS I,2018,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,4
SAN NICOLAS I,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,10,0,10,2,0,2,4,0,4,3,0,3,28
SAN NICOLAS I,2020,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,4
SAN NICOLAS I,2023,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
SAN NICOLAS I,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3
SAN NICOLAS II,2010,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
SAN NICOLAS II,2011,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,4,0,4,5,0,5,2,0,2,0,0,0,0,0,0,0,0,0,14
SAN NICOLAS II,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2
SAN NICOLAS II,2013,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3
SAN NICOLAS II,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2
SAN NICOLAS II,2015,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,4,1,3,2,2,0,3,1,2,0,0,0,11
SAN NICOLAS II,2016,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,6
SAN NICOLAS II,2017,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN NICOLAS II,2018,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,5
SAN NICOLAS II,2019,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,7,0,7,3,0,3,3,0,3,2,0,2,20
SAN NICOLAS II,2020,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN NICOLAS II,2021,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN NICOLAS II,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2
SAN NICOLAS II,2024,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0,2,8
SAN ROQUE (STA. CRISTINA II),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2
SAN ROQUE (STA. CRISTINA II),2012,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN ROQUE (STA. CRISTINA II),2014,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN ROQUE (STA. CRISTINA II),2015,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,4,3,1,6,0,6,2,1,1,0,0,0,15
SAN ROQUE (STA. CRISTINA II),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
SAN ROQUE (STA. CRISTINA II),2017,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN ROQUE (STA. CRISTINA II),2018,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,4
SAN ROQUE (STA. CRISTINA II),2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,5,0,5,1,0,1,1,0,1,0,0,0,10
SAN ROQUE (STA. CRISTINA II),2020,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN SIMON (BARANGAY 7),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,3
SAN SIMON (BARANGAY 7),2011,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,1,0,1,0,0,0,0,0,0,0,0,0,13
SAN SIMON (BARANGAY 7),2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,4
SAN SIMON (BARANGAY 7),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN SIMON (BARANGAY 7),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,4
SAN SIMON (BARANGAY 7),2015,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,13,6,7,8,5,3,13,7,6,1,0,1,39
SAN SIMON (BARANGAY 7),2016,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5
SAN SIMON (BARANGAY 7),2017,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,0,1,2,0,2,1,0,1,8
SAN SIMON (BARANGAY 7),2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,3
SAN SIMON (BARANGAY 7),2019,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,22,0,22,11,0,11,6,0,6,6,0,6,54
SAN SIMON (BARANGAY 7),2020,2,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAN SIMON (BARANGAY 7),2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2
SAN SIMON (BARANGAY 7),2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN SIMON (BARANGAY 7),2023,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SANTA CRISTINA I,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,0,2,0,0,0,0,0,0,4
SANTA CRISTINA I,2011,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SANTA CRISTINA I,2012,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SANTA CRISTINA I,2013,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4
SANTA CRISTINA I,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SANTA CRISTINA I,2015,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,5,1,4,6,2,4,1,0,1,0,0,0,15
SANTA CRISTINA I,2016,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
SANTA CRISTINA I,2017,3,0,3,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7
SANTA CRISTINA I,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,3
SANTA CRISTINA I,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,1,0,1,1,0,1,0,0,0,6
SANTA CRISTINA I,2020,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SANTA CRISTINA I,2021,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SANTA CRISTINA I,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,3
SANTA CRISTINA I,2024,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,1,0,1,5,0,5,0,0,0,10
SANTA CRISTINA II,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
SANTA CRISTINA II,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,3
SANTA CRISTINA II,2012,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SANTA CRISTINA II,2013,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
SANTA CRISTINA II,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SANTA CRISTINA II,2015,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,5,3,2,1,0,1,0,0,0,10
SANTA CRISTINA II,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2
SANTA CRISTINA II,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SANTA CRISTINA II,2018,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,2,0,2,5,0,5,0,0,0,11
SANTA CRISTINA II,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,3,9,0,9,2,0,2,3,0,3,0,0,0,18
SANTA CRISTINA II,2020,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,3
SANTA CRISTINA II,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,1,0,1,0,0,0,4
SANTA CRISTINA II,2023,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SANTA CRISTINA II,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,2,0,2,4,0,4,9
SANTA CRUZ I,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,3
SANTA CRUZ I,2011,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
SANTA CRUZ I,2012,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,4
SANTA CRUZ I,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,1,0,1,0,0,0,6
SANTA CRUZ I,2014,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,4
SANTA CRUZ I,2015,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,2,1,1,4,4,0,6,5,1,6,3,3,0,0,0,23
SANTA CRUZ I,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,3,0,3,2,0,2,0,0,0,7
SANTA CRUZ I,2017,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,8
SANTA CRUZ I,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SANTA CRUZ I,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,1,0,1,6,0,6,8,0,8,2,0,2,0,0,0,21
SANTA CRUZ I,2020,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SANTA CRUZ I,2021,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SANTA CRUZ I,2022,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,3
SANTA CRUZ I,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,3,0,3,3,0,3,8
SANTA CRUZ II,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
SANTA CRUZ II,2011,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SANTA CRUZ II,2012,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,5
SANTA CRUZ II,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
SANTA CRUZ II,2014,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,5
SANTA CRUZ II,2015,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,2,1,1,3,0,3,1,0,1,0,0,0,2,0,2,1,0,1,0,0,0,12
SANTA CRUZ II,2016,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
SANTA CRUZ II,2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,4
SANTA CRUZ II,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,5,7,0,7,3,0,3,1,0,1,0,0,0,20
SANTA CRUZ II,2020,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,3,6
SANTA CRUZ II,2021,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SANTA CRUZ II,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2
SANTA CRUZ II,2023,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3
SANTA CRUZ II,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
SANTA FE,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2
SANTA FE,2011,4,0,4,1,0,1,2,0,2,3,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
SANTA FE,2012,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,1,0,1,1,0,1,0,0,0,0,0,0,10
SANTA FE,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2
SANTA FE,2014,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,1,0,1,1,0,1,0,0,0,0,0,0,10
SANTA FE,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,4,1,3,1,1,0,0,0,0,8
SANTA FE,2016,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SANTA FE,2017,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,3
SANTA FE,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,5,9
SANTA FE,2019,2,0,2,2,0,2,1,0,1,0,0,0,1,0,1,0,0,0,3,0,3,12,0,12,27,0,27,10,0,10,11,0,11,0,0,0,69
SANTA FE,2020,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SANTA FE,2021,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SANTA FE,2023,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,2,0,2,3,0,3,1,0,1,10
SANTA FE,2024,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,1,0,1,1,0,1,6
SANTA LUCIA (SAN JUAN II),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,3
SANTA LUCIA (SAN JUAN II),2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
SANTA LUCIA (SAN JUAN II),2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,4
SANTA LUCIA (SAN JUAN II),2013,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3
SANTA LUCIA (SAN JUAN II),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,4
SANTA LUCIA (SAN JUAN II),2015,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,4,1,3,7,5,2,12,4,8,4,3,1,1,0,1,32
SANTA LUCIA (SAN JUAN II),2016,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,5
SANTA LUCIA (SAN JUAN II),2017,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,3,0,3,1,0,1,1,0,1,2,0,2,0,0,0,10
SANTA LUCIA (SAN JUAN II),2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,4,3,0,3,1,0,1,9
SANTA LUCIA (SAN JUAN II),2019,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,4,0,4,20,0,20,7,0,7,3,0,3,3,1,2,41
SANTA LUCIA (SAN JUAN II),2020,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
SANTA LUCIA (SAN JUAN II),2021,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4
SANTA LUCIA (SAN JUAN II),2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,3
SANTA LUCIA (SAN JUAN II),2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SANTA MARIA (BARANGAY 20),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,2,0,2,5
SANTA MARIA (BARANGAY 20),2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SANTA MARIA (BARANGAY 20),2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,0,1,1,0,1,5
SANTA MARIA (BARANGAY 20),2013,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,4
SANTA MARIA (BARANGAY 20),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,0,1,1,0,1,5
SANTA MARIA (BARANGAY 20),2015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,7,5,2,7,1,6,8,5,3,2,2,0,0,0,0,27
SANTA MARIA (BARANGAY 20),2016,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,6,0,6,3,0,3,15
SANTA MARIA (BARANGAY 20),2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2,2,0,2,1,0,1,4,0,4,11
SANTA MARIA (BARANGAY 20),2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,8,0,8,1,0,1,11
SANTA MARIA (BARANGAY 20),2019,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2,11,0,11,12,0,12,10,0,10,3,0,3,3,0,3,43
SANTA MARIA (BARANGAY 20),2020,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SANTA MARIA (BARANGAY 20),2021,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,11,3,8,1,1,0,17
SANTA MARIA (BARANGAY 20),2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SANTA MARIA (BARANGAY 20),2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
SANTO CRISTO (BARANGAY III),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2
SANTO CRISTO (BARANGAY III),2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
SANTO CRISTO (BARANGAY III),2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
SANTO CRISTO (BARANGAY III),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4
SANTO CRISTO (BARANGAY III),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
SANTO CRISTO (BARANGAY III),2015,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2,4,2,2,2,1,1,2,1,1,13
SANTO CRISTO (BARANGAY III),2016,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,5
SANTO CRISTO (BARANGAY III),2017,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SANTO CRISTO (BARANGAY III),2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,4,4,0,4,0,0,0,10
SANTO CRISTO (BARANGAY III),2019,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,4,0,4,2,0,2,3,0,3,3,0,3,17
SANTO CRISTO (BARANGAY III),2020,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
