BARANGAY,MONTH,YEAR,Cases,RAINFALL,TMAX,TMIN,WIND_SPEED,AvgH,Population
BUROL,1,2010,0,5.8,30.28461538,24.66153846,4,76,9503
BUROL,2,2010,0,0,31.16923077,24.77692308,4,69,9481
BUROL,3,2010,0,10.4,32.56923077,25.8,4,68,9458
BUROL,4,2010,0,45.4,34.3,27.03076923,5,65,9436
BUROL,5,2010,0,36.8,34.89230769,27.87692308,4,69,9413
BUROL,6,2010,0,151.2,33.31538462,27.09230769,3,86,9391
BUROL,7,2010,3,355.9,32.9,26.9,3,85,9369
BUROL,8,2010,6,375.2,32.3,26.5,3,86,9347
BUROL,9,2010,7,291.8,32.5,26.7,2,85,9324
BUROL,10,2010,3,444.7,31.6,26.6,3,88,9302
BUROL,11,2010,4,240.9,31.3,26.2,3,86,9280
BUROL,12,2010,2,98,30.3,25.7,3,84,9258
BUROL,1,2011,10,69.7,30,24.7,3,83,9236
BUROL,2,2011,1,0,31,24.9,4,77,9214
BUROL,3,2011,1,48,31.3,25.6,4,77,9192
BUROL,4,2011,1,3,32.7,26,5,70,9171
BUROL,5,2011,0,251.7,34.3,27.1,3,80,9149
BUROL,6,2011,1,744.5,32,26.4,3,85,9127
BUROL,7,2011,0,393.1,31.3,26.4,3,87,9105
BUROL,8,2011,4,486.6,31.2,26.3,3,90,9084
BUROL,9,2011,4,423.1,31.1,25.9,3,90,9062
BUROL,10,2011,0,172.1,32.5,25.9,3,87,9041
BUROL,11,2011,1,156.2,31.7,25.7,3,82,9019
BUROL,12,2011,2,198.5,30,25.3,3,86,8998
BUROL,1,2012,0,25.2,30.8,25.3,3,82,8976
BUROL,2,2012,0,104.2,31.2,25.4,4,79,8955
BUROL,3,2012,0,88.5,31.6,25.6,4,78,8934
BUROL,4,2012,0,10.5,34.5,27,4,71,8913
BUROL,5,2012,0,294.3,34.5,27.5,3,83,8892
BUROL,6,2012,0,232,32.2,26.7,3,83,8870
BUROL,7,2012,1,748,31.7,25.9,3,87,8849
BUROL,8,2012,10,1186.3,30.4,25.3,3,87,8828
BUROL,9,2012,1,591.5,31.5,25.8,2,85,8807
BUROL,10,2012,2,308,31.7,25.6,3,81,8787
BUROL,11,2012,5,12.7,33,26.2,3,78,8766
BUROL,12,2012,2,11.4,32,25.8,3,78,8745
BUROL,1,2013,2,37.6,30.2,24.2,4,76,8724
BUROL,2,2013,0,110,32,25,4,73,8703
BUROL,3,2013,0,58.4,33,26.1,4,76,8683
BUROL,4,2013,0,1.4,35.3,27.7,4,71,8662
BUROL,5,2013,0,47.4,35,28,3,78,8642
BUROL,6,2013,0,290.9,34.1,27.1,2,85,8621
BUROL,7,2013,2,533,32.7,25.9,2,85,8601
BUROL,8,2013,1,1339.5,31,25.5,2,88,8580
BUROL,9,2013,3,977.2,30.5,25.5,2,89,8560
BUROL,10,2013,0,246.3,31.2,25.7,2,84,8539
BUROL,11,2013,2,130.2,31.4,25.9,2,84,8519
BUROL,12,2013,1,28.8,31.3,25.4,2,82,8499
BUROL,1,2014,0,0.4,29.5,23.4,3,76,8479
BUROL,2,2014,0,3.3,31.3,24.1,3,74,8459
BUROL,3,2014,0,7.2,32.5,25.4,4,72,8439
BUROL,4,2014,0,1.2,35,26.8,4,70,8419
BUROL,5,2014,0,84.5,36.3,28.3,3,73,8399
BUROL,6,2014,0,321.4,33.2,27,2,82,8379
BUROL,7,2014,1,523.4,31.7,25.8,3,88,8359
BUROL,8,2014,10,296.8,32,26.5,3,86,8339
BUROL,9,2014,1,460.3,31.7,26.2,2,86,8319
BUROL,10,2014,2,212.9,32,26.2,2,85,8299
BUROL,11,2014,5,27.8,32,25.9,2,81,8280
BUROL,12,2014,2,163.2,30.1,25.2,2,82,8260
BUROL,1,2015,1,31.8,29.5,23.6,2,79,8240
BUROL,2,2015,4,1,30.7,24.1,3,72,8221
BUROL,3,2015,1,7.8,32,25.1,2,65,8201
BUROL,4,2015,1,0,34.3,26.8,2,63,8182
BUROL,5,2015,0,10.2,35.3,28,3,69,8162
BUROL,6,2015,0,166.8,34.6,27.7,3,74,8143
BUROL,7,2015,3,352.8,32.2,26.7,3,81,8124
BUROL,8,2015,7,312.6,32.6,26.7,3,82,8104
BUROL,9,2015,11,359.2,32.9,26.6,3,82,8085
BUROL,10,2015,20,188,32.1,26.7,3,80,8066
BUROL,11,2015,7,9.4,32.8,26.5,3,72,8047
BUROL,12,2015,0,294.7,31,25.3,3,75,8028
BUROL,1,2016,0,1.4,31.3,25.3,3,70,8940
BUROL,2,2016,0,80.6,30.8,24.9,4,66,8995
BUROL,3,2016,3,0.2,32.8,26.3,4,64,9050
BUROL,4,2016,0,20.2,35,27.9,4,61,9105
BUROL,5,2016,0,93.4,34.8,28.3,3,68,9161
BUROL,6,2016,1,182.2,33.4,27.5,3,78,9217
BUROL,7,2016,0,303,33.1,27,3,80,9273
BUROL,8,2016,1,775.4,31.1,26.6,3,84,9330
BUROL,9,2016,0,145.3,32.3,26.8,3,81,9387
BUROL,10,2016,3,208.8,32,26.6,3,80,9444
BUROL,11,2016,0,88.9,31.1,26,3,76,9501
BUROL,12,2016,0,89.8,30.9,25.8,3,77,9560
BUROL,1,2017,0,52.5,29.7,25,3,74,9618
BUROL,2,2017,1,5.4,30,24.5,4,71,9677
BUROL,3,2017,0,6.4,32.1,25.8,4,65,9736
BUROL,4,2017,0,39.3,33.8,27.2,4,68,9795
BUROL,5,2017,0,186.4,34.4,28.3,3,71,9855
BUROL,6,2017,2,105.1,33.6,27.7,3,77,9915
BUROL,7,2017,3,467.2,31.8,26.8,3,81,9976
BUROL,8,2017,1,323,32.6,27.1,3,81,10037
BUROL,9,2017,5,382.7,32.3,27.1,3,81,10098
BUROL,10,2017,2,196.1,31.6,26.6,3,81,10160
BUROL,11,2017,3,116.4,31.7,26.5,3,80,10222
BUROL,12,2017,0,57.1,30.5,25.8,3,78,10284
BUROL,1,2018,1,16.4,30.3,25.4,3,76,10347
BUROL,2,2018,3,0.8,31.6,25.4,3,69,10410
BUROL,3,2018,1,105.8,32.1,25.7,3,66,10474
BUROL,4,2018,0,0.2,34.3,27.2,3,63,10538
BUROL,5,2018,0,20,35.5,28.5,3,69,10602
BUROL,6,2018,1,723,31.6,26.5,3,81,10667
BUROL,7,2018,1,757.3,30.4,26,3,83,10732
BUROL,8,2018,1,427.2,31.2,26.6,4,81,10797
BUROL,9,2018,2,194.7,31.8,26.5,3,80,10863
BUROL,10,2018,5,72.8,33.1,27,3,75,10930
BUROL,11,2018,11,13.7,32.4,26.6,3,71,10996
BUROL,12,2018,16,132.9,30.6,25.7,2,78,11063
BUROL,1,2019,7,5.7,30.6,24.9,3,70,11131
BUROL,2,2019,5,2,31.5,24.6,3,65,11199
BUROL,3,2019,0,2.4,33.2,25.5,3,60,11267
BUROL,4,2019,1,3.6,35.4,27.3,3,59,11336
BUROL,5,2019,2,61.9,34.5,27.6,3,74,11405
BUROL,6,2019,1,271.1,34.5,27.4,3,74,11475
BUROL,7,2019,15,309.8,32.5,26.4,3,80,11545
BUROL,8,2019,23,622.9,30.9,26.3,4,83,11616
BUROL,9,2019,31,330.1,31.7,25.9,3,81,11687
BUROL,10,2019,11,33.2,33.2,26.5,3,76,11758
BUROL,11,2019,7,149.8,31.9,25.9,2,78,11830
BUROL,12,2019,0,119.5,31.5,25.4,3,75,11902
BUROL,1,2020,5,4.2,31,24.9,3,73,11975
BUROL,2,2020,0,31.6,31.1,24.1,3,70,12048
BUROL,3,2020,0,2,33.3,26.2,3,64,12121
BUROL,4,2020,0,0,35,27.4,3,64,12195
BUROL,5,2020,0,190.2,34.9,27.8,2,71,12270
BUROL,6,2020,0,269.5,34.1,27.5,3,74,12345
BUROL,7,2020,0,230.4,33.8,26.6,2,78,12420
BUROL,8,2020,0,214.2,32.2,26.3,2,81,12496
BUROL,9,2020,0,130.9,33.7,26.9,2,80,12572
BUROL,10,2020,0,375.7,31.8,26.1,3,82,12649
BUROL,11,2020,1,203.6,31.6,25.6,3,82,12726
BUROL,12,2020,2,123.9,31,25.6,2,81,12804
BUROL,1,2021,1,84.6,30.3,24.6,2,77,12497
BUROL,2,2021,0,25.9,31.3,24.7,2,75,12544
BUROL,3,2021,0,14.3,33.5,26.2,3,70,12591
BUROL,4,2021,0,4.4,33.9,26.7,3,67,12639
BUROL,5,2021,0,0.2,35.6,28.2,3,66,12686
BUROL,6,2021,0,121.5,32.8,26.8,3,78,12734
BUROL,7,2021,2,682.6,31.6,26.3,3,85,12782
BUROL,8,2021,0,136.4,32.6,26.7,3,83,12830
BUROL,9,2021,0,236,32.2,26.5,2,85,12878
BUROL,10,2021,1,121.8,32,26.3,2,82,12927
BUROL,11,2021,2,17.4,33,26.7,2,77,12975
BUROL,12,2021,3,59.3,31.2,25.1,3,73,13024
BUROL,1,2022,0,15.8,30.8,24.7,3,73,13073
BUROL,2,2022,2,17.8,31.7,25.5,3,70,13122
BUROL,3,2022,2,33.8,33.7,26.8,3,68,13172
BUROL,4,2022,0,41.4,33.2,26.7,3,70,13221
BUROL,5,2022,0,232.2,34.1,27.1,3,75,13271
BUROL,6,2022,3,74,33.8,27.2,2,77,13321
BUROL,7,2022,6,202.8,33,26.8,3,81,13371
BUROL,8,2022,6,401.8,31.6,25.9,2,83,13421
BUROL,9,2022,0,400.4,31.3,25.9,3,84,13472
BUROL,10,2022,1,367.8,32.6,26.9,3,82,13522
BUROL,11,2022,1,103,31.7,26,3,79,13573
BUROL,12,2022,0,64.4,30.8,25.7,3,76,13624
BUROL,1,2023,1,72.6,29.7,24.6,3,75,13675
BUROL,2,2023,0,12.4,31,24.9,3,69,13727
BUROL,3,2023,0,0.4,32.3,25.1,4,64,13779
BUROL,4,2023,0,68.7,33.5,26.7,3,69,13830
BUROL,5,2023,0,134.6,34.4,27.7,4,73,13882
BUROL,6,2023,0,200.4,33.2,26.7,3,81,13935
BUROL,7,2023,1,476,32.9,26.7,3,82,13987
BUROL,8,2023,0,289.2,32,27.5,4,81,14040
BUROL,9,2023,1,315.3,32.3,26.8,3,84,14092
BUROL,10,2023,0,201.3,31.8,26.6,3,82,14145
BUROL,11,2023,4,16.3,32.4,26.7,3,78,14199
BUROL,12,2023,0,47.2,31.5,26,3,79,14252
BUROL,1,2024,1,1.02,32.2,27.2,3,74,14306
BUROL,2,2024,3,2.54,31.7,25.5,3,66,14359
BUROL,3,2024,0,0.2,32.3,26.3,4,65,14413
BUROL,4,2024,1,0,35.3,27.9,4,60,14468
BUROL,5,2024,0,113.3,35.2,28.4,4,71,14522
BUROL,6,2024,1,212.9,33.7,27.7,3,78,14577
BUROL,7,2024,1,509.8,31.9,26.8,3,82,14631
BUROL,8,2024,6,289.6,32.5,27,3,82,14687
BUROL,9,2024,5,371.1,31.1,26.7,3,84,14742
BUROL,10,2024,9,303,31.7,26.8,3,84,14797
BUROL,11,2024,3,82,32.1,26.7,2,78,14853
BUROL,12,2024,3,128,30.2,25.8,2,81,14909
BUROL,1,2025,,8.1,30.2,25.3,2,74,14965
BUROL,2,2025,,8.1,30.7,25.4,3,73,15021
BUROL,3,2025,,14,32,26.3,3,69,15078
BUROL,4,2025,,0,35,28,4,66,15134
BUROL,5,2025,,1116.8,34.9,28.1,4,71,15191
BUROL,6,2025,,1249.7,32.2,26.7,2,81,15248
BUROL,7,2025,,2286.3,30.3,26.4,4,87,15306
BUROL,8,2025,,281,31.5,26.4,2,82,15363
BUROL,9,2025,,331.2,30.6,25.7,3,87,15421
BUROL,10,2025,,303.5,31.2,26.3,2,84,15479
BUROL,11,2025,,100.3,31,27,4,84,15537
BUROL,12,2025,,111.7,30.9,25.62,2,77,15596
BUROL,1,2026,,26.7,30.5,25.03,2,74,15655
BUROL,2,2026,,17.1,31.1,24.87,3,69,15714
BUROL,3,2026,,17,32.66,25.94,3,65,15773
BUROL,4,2026,,16.1,34.43,27.25,3,64,15832
BUROL I,1,2010,2,5.8,30.28461538,24.66153846,4,76,14926
BUROL I,2,2010,0,0,31.16923077,24.77692308,4,69,14939
BUROL I,3,2010,0,10.4,32.56923077,25.8,4,68,14953
BUROL I,4,2010,0,45.4,34.3,27.03076923,5,65,14967
BUROL I,5,2010,0,36.8,34.89230769,27.87692308,4,69,14980
BUROL I,6,2010,0,151.2,33.31538462,27.09230769,3,86,14994
BUROL I,7,2010,1,355.9,32.9,26.9,3,85,15008
BUROL I,8,2010,2,375.2,32.3,26.5,3,86,15021
BUROL I,9,2010,7,291.8,32.5,26.7,2,85,15035
BUROL I,10,2010,1,444.7,31.6,26.6,3,88,15049
BUROL I,11,2010,1,240.9,31.3,26.2,3,86,15062
BUROL I,12,2010,1,98,30.3,25.7,3,84,15076
BUROL I,1,2011,2,69.7,30,24.7,3,83,15090
BUROL I,2,2011,3,0,31,24.9,4,77,15104
BUROL I,3,2011,1,48,31.3,25.6,4,77,15117
BUROL I,4,2011,0,3,32.7,26,5,70,15131
BUROL I,5,2011,0,251.7,34.3,27.1,3,80,15145
BUROL I,6,2011,4,744.5,32,26.4,3,85,15159
BUROL I,7,2011,4,393.1,31.3,26.4,3,87,15173
BUROL I,8,2011,6,486.6,31.2,26.3,3,90,15187
BUROL I,9,2011,2,423.1,31.1,25.9,3,90,15200
BUROL I,10,2011,0,172.1,32.5,25.9,3,87,15214
BUROL I,11,2011,1,156.2,31.7,25.7,3,82,15228
BUROL I,12,2011,0,198.5,30,25.3,3,86,15242
BUROL I,1,2012,2,25.2,30.8,25.3,3,82,15256
BUROL I,2,2012,2,104.2,31.2,25.4,4,79,15270
BUROL I,3,2012,1,88.5,31.6,25.6,4,78,15284
BUROL I,4,2012,0,10.5,34.5,27,4,71,15298
BUROL I,5,2012,2,294.3,34.5,27.5,3,83,15312
BUROL I,6,2012,2,232,32.2,26.7,3,83,15326
BUROL I,7,2012,2,748,31.7,25.9,3,87,15340
BUROL I,8,2012,10,1186.3,30.4,25.3,3,87,15354
BUROL I,9,2012,11,591.5,31.5,25.8,2,85,15368
BUROL I,10,2012,5,308,31.7,25.6,3,81,15382
BUROL I,11,2012,3,12.7,33,26.2,3,78,15396
BUROL I,12,2012,5,11.4,32,25.8,3,78,15410
BUROL I,1,2013,1,37.6,30.2,24.2,4,76,15424
BUROL I,2,2013,1,110,32,25,4,73,15438
BUROL I,3,2013,1,58.4,33,26.1,4,76,15452
BUROL I,4,2013,0,1.4,35.3,27.7,4,71,15466
BUROL I,5,2013,0,47.4,35,28,3,78,15480
BUROL I,6,2013,0,290.9,34.1,27.1,2,85,15494
BUROL I,7,2013,0,533,32.7,25.9,2,85,15509
BUROL I,8,2013,1,1339.5,31,25.5,2,88,15523
BUROL I,9,2013,3,977.2,30.5,25.5,2,89,15537
BUROL I,10,2013,2,246.3,31.2,25.7,2,84,15551
BUROL I,11,2013,6,130.2,31.4,25.9,2,84,15565
BUROL I,12,2013,1,28.8,31.3,25.4,2,82,15580
BUROL I,1,2014,2,0.4,29.5,23.4,3,76,15594
BUROL I,2,2014,2,3.3,31.3,24.1,3,74,15608
BUROL I,3,2014,1,7.2,32.5,25.4,4,72,15622
BUROL I,4,2014,0,1.2,35,26.8,4,70,15636
BUROL I,5,2014,2,84.5,36.3,28.3,3,73,15651
BUROL I,6,2014,2,321.4,33.2,27,2,82,15665
BUROL I,7,2014,2,523.4,31.7,25.8,3,88,15679
BUROL I,8,2014,10,296.8,32,26.5,3,86,15694
BUROL I,9,2014,11,460.3,31.7,26.2,2,86,15708
BUROL I,10,2014,5,212.9,32,26.2,2,85,15722
BUROL I,11,2014,3,27.8,32,25.9,2,81,15737
BUROL I,12,2014,5,163.2,30.1,25.2,2,82,15751
BUROL I,1,2015,1,31.8,29.5,23.6,2,79,15765
BUROL I,2,2015,4,1,30.7,24.1,3,72,15780
BUROL I,3,2015,0,7.8,32,25.1,2,65,15794
BUROL I,4,2015,0,0,34.3,26.8,2,63,15809
BUROL I,5,2015,0,10.2,35.3,28,3,69,15823
BUROL I,6,2015,1,166.8,34.6,27.7,3,74,15837
BUROL I,7,2015,3,352.8,32.2,26.7,3,81,15852
BUROL I,8,2015,9,312.6,32.6,26.7,3,82,15866
BUROL I,9,2015,14,359.2,32.9,26.6,3,82,15881
BUROL I,10,2015,30,188,32.1,26.7,3,80,15895
BUROL I,11,2015,18,9.4,32.8,26.5,3,72,15910
BUROL I,12,2015,1,294.7,31,25.3,3,75,15924
BUROL I,1,2016,1,1.4,31.3,25.3,3,70,16072
BUROL I,2,2016,2,80.6,30.8,24.9,4,66,16097
BUROL I,3,2016,0,0.2,32.8,26.3,4,64,16122
BUROL I,4,2016,0,20.2,35,27.9,4,61,16147
BUROL I,5,2016,0,93.4,34.8,28.3,3,68,16172
BUROL I,6,2016,1,182.2,33.4,27.5,3,78,16197
BUROL I,7,2016,0,303,33.1,27,3,80,16222
BUROL I,8,2016,3,775.4,31.1,26.6,3,84,16247
BUROL I,9,2016,2,145.3,32.3,26.8,3,81,16272
BUROL I,10,2016,1,208.8,32,26.6,3,80,16298
BUROL I,11,2016,3,88.9,31.1,26,3,76,16323
BUROL I,12,2016,1,89.8,30.9,25.8,3,77,16348
BUROL I,1,2017,1,52.5,29.7,25,3,74,16374
BUROL I,2,2017,0,5.4,30,24.5,4,71,16399
BUROL I,3,2017,1,6.4,32.1,25.8,4,65,16425
BUROL I,4,2017,1,39.3,33.8,27.2,4,68,16450
BUROL I,5,2017,0,186.4,34.4,28.3,3,71,16476
BUROL I,6,2017,0,105.1,33.6,27.7,3,77,16501
BUROL I,7,2017,0,467.2,31.8,26.8,3,81,16527
BUROL I,8,2017,5,323,32.6,27.1,3,81,16552
BUROL I,9,2017,4,382.7,32.3,27.1,3,81,16578
BUROL I,10,2017,2,196.1,31.6,26.6,3,81,16604
BUROL I,11,2017,2,116.4,31.7,26.5,3,80,16630
BUROL I,12,2017,1,57.1,30.5,25.8,3,78,16655
BUROL I,1,2018,5,16.4,30.3,25.4,3,76,16681
BUROL I,2,2018,2,0.8,31.6,25.4,3,69,16707
BUROL I,3,2018,2,105.8,32.1,25.7,3,66,16733
BUROL I,4,2018,0,0.2,34.3,27.2,3,63,16759
BUROL I,5,2018,1,20,35.5,28.5,3,69,16785
BUROL I,6,2018,0,723,31.6,26.5,3,81,16811
BUROL I,7,2018,0,757.3,30.4,26,3,83,16837
BUROL I,8,2018,6,427.2,31.2,26.6,4,81,16863
BUROL I,9,2018,5,194.7,31.8,26.5,3,80,16889
BUROL I,10,2018,9,72.8,33.1,27,3,75,16916
BUROL I,11,2018,10,13.7,32.4,26.6,3,71,16942
BUROL I,12,2018,3,132.9,30.6,25.7,2,78,16968
BUROL I,1,2019,6,5.7,30.6,24.9,3,70,16995
BUROL I,2,2019,2,2,31.5,24.6,3,65,17021
BUROL I,3,2019,1,2.4,33.2,25.5,3,60,17047
BUROL I,4,2019,0,3.6,35.4,27.3,3,59,17074
BUROL I,5,2019,1,61.9,34.5,27.6,3,74,17100
BUROL I,6,2019,2,271.1,34.5,27.4,3,74,17127
BUROL I,7,2019,8,309.8,32.5,26.4,3,80,17153
BUROL I,8,2019,24,622.9,30.9,26.3,4,83,17180
BUROL I,9,2019,44,330.1,31.7,25.9,3,81,17207
BUROL I,10,2019,13,33.2,33.2,26.5,3,76,17233
BUROL I,11,2019,11,149.8,31.9,25.9,2,78,17260
BUROL I,12,2019,2,119.5,31.5,25.4,3,75,17287
BUROL I,1,2020,2,4.2,31,24.9,3,73,17314
BUROL I,2,2020,1,31.6,31.1,24.1,3,70,17341
BUROL I,3,2020,0,2,33.3,26.2,3,64,17368
BUROL I,4,2020,0,0,35,27.4,3,64,17395
BUROL I,5,2020,0,190.2,34.9,27.8,2,71,17422
BUROL I,6,2020,1,269.5,34.1,27.5,3,74,17449
BUROL I,7,2020,0,230.4,33.8,26.6,2,78,17476
BUROL I,8,2020,0,214.2,32.2,26.3,2,81,17503
BUROL I,9,2020,0,130.9,33.7,26.9,2,80,17530
BUROL I,10,2020,0,375.7,31.8,26.1,3,82,17557
BUROL I,11,2020,0,203.6,31.6,25.6,3,82,17584
BUROL I,12,2020,1,123.9,31,25.6,2,81,17612
BUROL I,1,2021,1,84.6,30.3,24.6,2,77,17613
BUROL I,2,2021,6,25.9,31.3,24.7,2,75,17638
BUROL I,3,2021,3,14.3,33.5,26.2,3,70,17664
BUROL I,4,2021,0,4.4,33.9,26.7,3,67,17689
BUROL I,5,2021,0,0.2,35.6,28.2,3,66,17715
BUROL I,6,2021,0,121.5,32.8,26.8,3,78,17740
BUROL I,7,2021,0,682.6,31.6,26.3,3,85,17766
BUROL I,8,2021,0,136.4,32.6,26.7,3,83,17791
BUROL I,9,2021,3,236,32.2,26.5,2,85,17817
BUROL I,10,2021,2,121.8,32,26.3,2,82,17842
BUROL I,11,2021,7,17.4,33,26.7,2,77,17868
BUROL I,12,2021,2,59.3,31.2,25.1,3,73,17894
BUROL I,1,2022,0,15.8,30.8,24.7,3,73,17920
BUROL I,2,2022,1,17.8,31.7,25.5,3,70,17945
BUROL I,3,2022,1,33.8,33.7,26.8,3,68,17971
BUROL I,4,2022,0,41.4,33.2,26.7,3,70,17997
BUROL I,5,2022,0,232.2,34.1,27.1,3,75,18023
BUROL I,6,2022,0,74,33.8,27.2,2,77,18049
BUROL I,7,2022,0,202.8,33,26.8,3,81,18075
BUROL I,8,2022,3,401.8,31.6,25.9,2,83,18101
BUROL I,9,2022,3,400.4,31.3,25.9,3,84,18127
BUROL I,10,2022,2,367.8,32.6,26.9,3,82,18153
BUROL I,11,2022,1,103,31.7,26,3,79,18179
BUROL I,12,2022,0,64.4,30.8,25.7,3,76,18205
BUROL I,1,2023,1,72.6,29.7,24.6,3,75,18231
BUROL I,2,2023,1,12.4,31,24.9,3,69,18258
BUROL I,3,2023,0,0.4,32.3,25.1,4,64,18284
BUROL I,4,2023,0,68.7,33.5,26.7,3,69,18310
BUROL I,5,2023,1,134.6,34.4,27.7,4,73,18337
BUROL I,6,2023,0,200.4,33.2,26.7,3,81,18363
BUROL I,7,2023,0,476,32.9,26.7,3,82,18389
BUROL I,8,2023,1,289.2,32,27.5,4,81,18416
BUROL I,9,2023,0,315.3,32.3,26.8,3,84,18442
BUROL I,10,2023,0,201.3,31.8,26.6,3,82,18469
BUROL I,11,2023,1,16.3,32.4,26.7,3,78,18495
BUROL I,12,2023,0,47.2,31.5,26,3,79,18522
BUROL I,1,2024,1,1.02,32.2,27.2,3,74,18549
BUROL I,2,2024,1,2.54,31.7,25.5,3,66,18575
BUROL I,3,2024,0,0.2,32.3,26.3,4,65,18602
BUROL I,4,2024,0,0,35.3,27.9,4,60,18629
BUROL I,5,2024,0,113.3,35.2,28.4,4,71,18656
BUROL I,6,2024,0,212.9,33.7,27.7,3,78,18682
BUROL I,7,2024,2,509.8,31.9,26.8,3,82,18709
BUROL I,8,2024,7,289.6,32.5,27,3,82,18736
BUROL I,9,2024,18,371.1,31.1,26.7,3,84,18763
BUROL I,10,2024,13,303,31.7,26.8,3,84,18790
BUROL I,11,2024,15,82,32.1,26.7,2,78,18817
BUROL I,12,2024,10,128,30.2,25.8,2,81,18844
BUROL I,1,2025,,8.1,30.2,25.3,2,74,18871
BUROL I,2,2025,,8.1,30.7,25.4,3,73,18899
BUROL I,3,2025,,14,32,26.3,3,69,18926
BUROL I,4,2025,,0,35,28,4,66,18953
BUROL I,5,2025,,1116.8,34.9,28.1,4,71,18980
BUROL I,6,2025,,1249.7,32.2,26.7,2,81,19008
BUROL I,7,2025,,2286.3,30.3,26.4,4,87,19035
BUROL I,8,2025,,281,31.5,26.4,2,82,19062
BUROL I,9,2025,,331.2,30.6,25.7,3,87,19090
BUROL I,10,2025,,303.5,31.2,26.3,2,84,19117
BUROL I,11,2025,,100.3,31,27,4,84,19145
BUROL I,12,2025,,111.7,30.9,25.62,2,77,19172
BUROL I,1,2026,,26.7,30.5,25.03,2,74,19199
BUROL I,2,2026,,17.1,31.1,24.87,3,69,19226
BUROL I,3,2026,,17,32.66,25.94,3,65,19253
BUROL I,4,2026,,16.1,34.43,27.25,3,64,19280
BUROL I,5,2026,,196.3,34.87,28,3,70,19301
BUROL II,1,2010,0,5.8,30.28461538,24.66153846,4,76,4448
BUROL II,2,2010,0,0,31.16923077,24.77692308,4,69,4455
BUROL II,3,2010,0,10.4,32.56923077,25.8,4,68,4461
BUROL II,4,2010,0,45.4,34.3,27.03076923,5,65,4467
BUROL II,5,2010,0,36.8,34.89230769,27.87692308,4,69,4474
BUROL II,6,2010,0,151.2,33.31538462,27.09230769,3,86,4480
BUROL II,7,2010,0,355.9,32.9,26.9,3,85,4486
BUROL II,8,2010,0,375.2,32.3,26.5,3,86,4493
BUROL II,9,2010,0,291.8,32.5,26.7,2,85,4499
BUROL II,10,2010,0,444.7,31.6,26.6,3,88,4506
BUROL II,11,2010,1,240.9,31.3,26.2,3,86,4512
BUROL II,12,2010,1,98,30.3,25.7,3,84,4519
BUROL II,1,2011,0,69.7,30,24.7,3,83,4525
BUROL II,2,2011,0,0,31,24.9,4,77,4531
BUROL II,3,2011,0,48,31.3,25.6,4,77,4538
BUROL II,4,2011,0,3,32.7,26,5,70,4544
BUROL II,5,2011,0,251.7,34.3,27.1,3,80,4551
BUROL II,6,2011,0,744.5,32,26.4,3,85,4557
BUROL II,7,2011,0,393.1,31.3,26.4,3,87,4564
BUROL II,8,2011,1,486.6,31.2,26.3,3,90,4570
BUROL II,9,2011,2,423.1,31.1,25.9,3,90,4577
BUROL II,10,2011,1,172.1,32.5,25.9,3,87,4583
BUROL II,11,2011,2,156.2,31.7,25.7,3,82,4590
BUROL II,12,2011,0,198.5,30,25.3,3,86,4596
BUROL II,1,2012,0,25.2,30.8,25.3,3,82,4603
BUROL II,2,2012,0,104.2,31.2,25.4,4,79,4609
BUROL II,3,2012,0,88.5,31.6,25.6,4,78,4616
BUROL II,4,2012,0,10.5,34.5,27,4,71,4623
BUROL II,5,2012,0,294.3,34.5,27.5,3,83,4629
BUROL II,6,2012,1,232,32.2,26.7,3,83,4636
BUROL II,7,2012,0,748,31.7,25.9,3,87,4642
BUROL II,8,2012,0,1186.3,30.4,25.3,3,87,4649
BUROL II,9,2012,2,591.5,31.5,25.8,2,85,4656
BUROL II,10,2012,1,308,31.7,25.6,3,81,4662
BUROL II,11,2012,0,12.7,33,26.2,3,78,4669
BUROL II,12,2012,1,11.4,32,25.8,3,78,4676
BUROL II,1,2013,0,37.6,30.2,24.2,4,76,4682
BUROL II,2,2013,0,110,32,25,4,73,4689
BUROL II,3,2013,0,58.4,33,26.1,4,76,4696
BUROL II,4,2013,0,1.4,35.3,27.7,4,71,4702
BUROL II,5,2013,0,47.4,35,28,3,78,4709
BUROL II,6,2013,0,290.9,34.1,27.1,2,85,4716
BUROL II,7,2013,2,533,32.7,25.9,2,85,4722
BUROL II,8,2013,2,1339.5,31,25.5,2,88,4729
BUROL II,9,2013,0,977.2,30.5,25.5,2,89,4736
BUROL II,10,2013,1,246.3,31.2,25.7,2,84,4743
BUROL II,11,2013,1,130.2,31.4,25.9,2,84,4749
BUROL II,12,2013,0,28.8,31.3,25.4,2,82,4756
BUROL II,1,2014,0,0.4,29.5,23.4,3,76,4763
BUROL II,2,2014,0,3.3,31.3,24.1,3,74,4770
BUROL II,3,2014,0,7.2,32.5,25.4,4,72,4776
BUROL II,4,2014,0,1.2,35,26.8,4,70,4783
BUROL II,5,2014,0,84.5,36.3,28.3,3,73,4790
BUROL II,6,2014,1,321.4,33.2,27,2,82,4797
BUROL II,7,2014,0,523.4,31.7,25.8,3,88,4804
BUROL II,8,2014,0,296.8,32,26.5,3,86,4811
BUROL II,9,2014,2,460.3,31.7,26.2,2,86,4817
BUROL II,10,2014,1,212.9,32,26.2,2,85,4824
BUROL II,11,2014,0,27.8,32,25.9,2,81,4831
