BARANGAY,MONTH,YEAR,Cases,RAINFALL,TMAX,TMIN,WIND_SPEED,AvgH,Population
SAN ANTONIO DE PADUA I,6,2024,0,212.9,33.7,27.7,3,78,3529
SAN ANTONIO DE PADUA I,7,2024,0,509.8,31.9,26.8,3,82,3531
SAN ANTONIO DE PADUA I,8,2024,6,289.6,32.5,27,3,82,3533
SAN ANTONIO DE PADUA I,9,2024,4,371.1,31.1,26.7,3,84,3536
SAN ANTONIO DE PADUA I,10,2024,5,303,31.7,26.8,3,84,3538
SAN ANTONIO DE PADUA I,11,2024,2,82,32.1,26.7,2,78,3540
SAN ANTONIO DE PADUA I,12,2024,1,128,30.2,25.8,2,81,3543
SAN ANTONIO DE PADUA I,1,2025,,8.1,30.2,25.3,2,74,3545
SAN ANTONIO DE PADUA I,2,2025,,8.1,30.7,25.4,3,73,3547
SAN ANTONIO DE PADUA I,3,2025,,14,32,26.3,3,69,3549
SAN ANTONIO DE PADUA I,4,2025,,0,35,28,4,66,3552
SAN ANTONIO DE PADUA I,5,2025,,1116.8,34.9,28.1,4,71,3554
SAN ANTONIO DE PADUA I,6,2025,,1249.7,32.2,26.7,2,81,3556
SAN ANTONIO DE PADUA I,7,2025,,2286.3,30.3,26.4,4,87,3559
SAN ANTONIO DE PADUA I,8,2025,,281,31.5,26.4,2,82,3561
SAN ANTONIO DE PADUA I,9,2025,,331.2,30.6,25.7,3,87,3563
SAN ANTONIO DE PADUA I,10,2025,,303.5,31.2,26.3,2,84,3566
SAN ANTONIO DE PADUA I,11,2025,,100.3,31,27,4,84,3568
SAN ANTONIO DE PADUA I,12,2025,,111.7,30.9,25.62,2,77,3570
SAN ANTONIO DE PADUA I,1,2026,,26.7,30.5,25.03,2,74,3572
SAN ANTONIO DE PADUA I,2,2026,,17.1,31.1,24.87,3,69,3574
SAN ANTONIO DE PADUA I,3,2026,,17,32.66,25.94,3,65,3576
SAN ANTONIO DE PADUA I,4,2026,,16.1,34.43,27.25,3,64,3578
SAN ANTONIO DE PADUA I,5,2026,,196.3,34.87,28,3,70,3580
SAN ANTONIO DE PADUA II,1,2010,0,5.8,30.28461538,24.66153846,4,76,2883
SAN ANTONIO DE PADUA II,2,2010,0,0,31.16923077,24.77692308,4,69,2887
SAN ANTONIO DE PADUA II,3,2010,0,10.4,32.56923077,25.8,4,68,2890
SAN ANTONIO DE PADUA II,4,2010,1,45.4,34.3,27.03076923,5,65,2894
SAN ANTONIO DE PADUA II,5,2010,0,36.8,34.89230769,27.87692308,4,69,2897
SAN ANTONIO DE PADUA II,6,2010,0,151.2,33.31538462,27.09230769,3,86,2900
SAN ANTONIO DE PADUA II,7,2010,0,355.9,32.9,26.9,3,85,2904
SAN ANTONIO DE PADUA II,8,2010,0,375.2,32.3,26.5,3,86,2907
SAN ANTONIO DE PADUA II,9,2010,0,291.8,32.5,26.7,2,85,2911
SAN ANTONIO DE PADUA II,10,2010,0,444.7,31.6,26.6,3,88,2914
SAN ANTONIO DE PADUA II,11,2010,0,240.9,31.3,26.2,3,86,2918
SAN ANTONIO DE PADUA II,12,2010,0,98,30.3,25.7,3,84,2921
SAN ANTONIO DE PADUA II,1,2011,0,69.7,30,24.7,3,83,2924
SAN ANTONIO DE PADUA II,2,2011,0,0,31,24.9,4,77,2928
SAN ANTONIO DE PADUA II,3,2011,0,48,31.3,25.6,4,77,2931
SAN ANTONIO DE PADUA II,4,2011,0,3,32.7,26,5,70,2935
SAN ANTONIO DE PADUA II,5,2011,0,251.7,34.3,27.1,3,80,2938
SAN ANTONIO DE PADUA II,6,2011,0,744.5,32,26.4,3,85,2942
SAN ANTONIO DE PADUA II,7,2011,0,393.1,31.3,26.4,3,87,2945
SAN ANTONIO DE PADUA II,8,2011,0,486.6,31.2,26.3,3,90,2949
SAN ANTONIO DE PADUA II,9,2011,0,423.1,31.1,25.9,3,90,2952
SAN ANTONIO DE PADUA II,10,2011,0,172.1,32.5,25.9,3,87,2956
SAN ANTONIO DE PADUA II,11,2011,0,156.2,31.7,25.7,3,82,2959
SAN ANTONIO DE PADUA II,12,2011,1,198.5,30,25.3,3,86,2963
SAN ANTONIO DE PADUA II,1,2012,0,25.2,30.8,25.3,3,82,2966
SAN ANTONIO DE PADUA II,2,2012,0,104.2,31.2,25.4,4,79,2970
SAN ANTONIO DE PADUA II,3,2012,0,88.5,31.6,25.6,4,78,2973
SAN ANTONIO DE PADUA II,4,2012,0,10.5,34.5,27,4,71,2977
SAN ANTONIO DE PADUA II,5,2012,0,294.3,34.5,27.5,3,83,2980
SAN ANTONIO DE PADUA II,6,2012,0,232,32.2,26.7,3,83,2984
SAN ANTONIO DE PADUA II,7,2012,2,748,31.7,25.9,3,87,2987
SAN ANTONIO DE PADUA II,8,2012,1,1186.3,30.4,25.3,3,87,2991
SAN ANTONIO DE PADUA II,9,2012,3,591.5,31.5,25.8,2,85,2994
SAN ANTONIO DE PADUA II,10,2012,0,308,31.7,25.6,3,81,2998
SAN ANTONIO DE PADUA II,11,2012,0,12.7,33,26.2,3,78,3001
SAN ANTONIO DE PADUA II,12,2012,0,11.4,32,25.8,3,78,3005
SAN ANTONIO DE PADUA II,1,2013,0,37.6,30.2,24.2,4,76,3008
SAN ANTONIO DE PADUA II,2,2013,1,110,32,25,4,73,3012
SAN ANTONIO DE PADUA II,3,2013,1,58.4,33,26.1,4,76,3015
SAN ANTONIO DE PADUA II,4,2013,0,1.4,35.3,27.7,4,71,3019
SAN ANTONIO DE PADUA II,5,2013,0,47.4,35,28,3,78,3023
SAN ANTONIO DE PADUA II,6,2013,0,290.9,34.1,27.1,2,85,3026
SAN ANTONIO DE PADUA II,7,2013,0,533,32.7,25.9,2,85,3030
SAN ANTONIO DE PADUA II,8,2013,1,1339.5,31,25.5,2,88,3033
SAN ANTONIO DE PADUA II,9,2013,0,977.2,30.5,25.5,2,89,3037
SAN ANTONIO DE PADUA II,10,2013,0,246.3,31.2,25.7,2,84,3040
SAN ANTONIO DE PADUA II,11,2013,0,130.2,31.4,25.9,2,84,3044
SAN ANTONIO DE PADUA II,12,2013,0,28.8,31.3,25.4,2,82,3048
SAN ANTONIO DE PADUA II,1,2014,0,0.4,29.5,23.4,3,76,3051
SAN ANTONIO DE PADUA II,2,2014,0,3.3,31.3,24.1,3,74,3055
SAN ANTONIO DE PADUA II,3,2014,0,7.2,32.5,25.4,4,72,3058
SAN ANTONIO DE PADUA II,4,2014,0,1.2,35,26.8,4,70,3062
SAN ANTONIO DE PADUA II,5,2014,0,84.5,36.3,28.3,3,73,3066
SAN ANTONIO DE PADUA II,6,2014,0,321.4,33.2,27,2,82,3069
SAN ANTONIO DE PADUA II,7,2014,2,523.4,31.7,25.8,3,88,3073
SAN ANTONIO DE PADUA II,8,2014,1,296.8,32,26.5,3,86,3076
SAN ANTONIO DE PADUA II,9,2014,3,460.3,31.7,26.2,2,86,3080
SAN ANTONIO DE PADUA II,10,2014,0,212.9,32,26.2,2,85,3084
SAN ANTONIO DE PADUA II,11,2014,0,27.8,32,25.9,2,81,3087
SAN ANTONIO DE PADUA II,12,2014,0,163.2,30.1,25.2,2,82,3091
SAN ANTONIO DE PADUA II,1,2015,0,31.8,29.5,23.6,2,79,3095
SAN ANTONIO DE PADUA II,2,2015,0,1,30.7,24.1,3,72,3098
SAN ANTONIO DE PADUA II,3,2015,0,7.8,32,25.1,2,65,3102
SAN ANTONIO DE PADUA II,4,2015,0,0,34.3,26.8,2,63,3106
SAN ANTONIO DE PADUA II,5,2015,0,10.2,35.3,28,3,69,3109
SAN ANTONIO DE PADUA II,6,2015,0,166.8,34.6,27.7,3,74,3113
SAN ANTONIO DE PADUA II,7,2015,2,352.8,32.2,26.7,3,81,3117
SAN ANTONIO DE PADUA II,8,2015,3,312.6,32.6,26.7,3,82,3120
SAN ANTONIO DE PADUA II,9,2015,1,359.2,32.9,26.6,3,82,3124
SAN ANTONIO DE PADUA II,10,2015,2,188,32.1,26.7,3,80,3128
SAN ANTONIO DE PADUA II,11,2015,0,9.4,32.8,26.5,3,72,3131
SAN ANTONIO DE PADUA II,12,2015,0,294.7,31,25.3,3,75,3135
SAN ANTONIO DE PADUA II,1,2016,1,1.4,31.3,25.3,3,70,3085
SAN ANTONIO DE PADUA II,2,2016,0,80.6,30.8,24.9,4,66,3084
SAN ANTONIO DE PADUA II,3,2016,0,0.2,32.8,26.3,4,64,3084
SAN ANTONIO DE PADUA II,4,2016,0,20.2,35,27.9,4,61,3083
SAN ANTONIO DE PADUA II,5,2016,0,93.4,34.8,28.3,3,68,3083
SAN ANTONIO DE PADUA II,6,2016,0,182.2,33.4,27.5,3,78,3082
SAN ANTONIO DE PADUA II,7,2016,0,303,33.1,27,3,80,3082
SAN ANTONIO DE PADUA II,8,2016,0,775.4,31.1,26.6,3,84,3081
SAN ANTONIO DE PADUA II,9,2016,1,145.3,32.3,26.8,3,81,3081
SAN ANTONIO DE PADUA II,10,2016,0,208.8,32,26.6,3,80,3080
SAN ANTONIO DE PADUA II,11,2016,0,88.9,31.1,26,3,76,3080
SAN ANTONIO DE PADUA II,12,2016,3,89.8,30.9,25.8,3,77,3079
SAN ANTONIO DE PADUA II,1,2017,0,52.5,29.7,25,3,74,3079
SAN ANTONIO DE PADUA II,2,2017,1,5.4,30,24.5,4,71,3078
SAN ANTONIO DE PADUA II,3,2017,0,6.4,32.1,25.8,4,65,3078
SAN ANTONIO DE PADUA II,4,2017,0,39.3,33.8,27.2,4,68,3077
SAN ANTONIO DE PADUA II,5,2017,0,186.4,34.4,28.3,3,71,3077
SAN ANTONIO DE PADUA II,6,2017,0,105.1,33.6,27.7,3,77,3076
SAN ANTONIO DE PADUA II,7,2017,0,467.2,31.8,26.8,3,81,3076
SAN ANTONIO DE PADUA II,8,2017,0,323,32.6,27.1,3,81,3075
SAN ANTONIO DE PADUA II,9,2017,0,382.7,32.3,27.1,3,81,3075
SAN ANTONIO DE PADUA II,10,2017,0,196.1,31.6,26.6,3,81,3075
SAN ANTONIO DE PADUA II,11,2017,0,116.4,31.7,26.5,3,80,3074
SAN ANTONIO DE PADUA II,12,2017,0,57.1,30.5,25.8,3,78,3074
SAN ANTONIO DE PADUA II,1,2018,0,16.4,30.3,25.4,3,76,3073
SAN ANTONIO DE PADUA II,2,2018,0,0.8,31.6,25.4,3,69,3073
SAN ANTONIO DE PADUA II,3,2018,0,105.8,32.1,25.7,3,66,3072
SAN ANTONIO DE PADUA II,4,2018,0,0.2,34.3,27.2,3,63,3072
SAN ANTONIO DE PADUA II,5,2018,0,20,35.5,28.5,3,69,3071
SAN ANTONIO DE PADUA II,6,2018,0,723,31.6,26.5,3,81,3071
SAN ANTONIO DE PADUA II,7,2018,0,757.3,30.4,26,3,83,3070
SAN ANTONIO DE PADUA II,8,2018,0,427.2,31.2,26.6,4,81,3070
SAN ANTONIO DE PADUA II,9,2018,0,194.7,31.8,26.5,3,80,3069
SAN ANTONIO DE PADUA II,10,2018,0,72.8,33.1,27,3,75,3069
SAN ANTONIO DE PADUA II,11,2018,1,13.7,32.4,26.6,3,71,3068
SAN ANTONIO DE PADUA II,12,2018,0,132.9,30.6,25.7,2,78,3068
SAN ANTONIO DE PADUA II,1,2019,0,5.7,30.6,24.9,3,70,3067
SAN ANTONIO DE PADUA II,2,2019,0,2,31.5,24.6,3,65,3067
SAN ANTONIO DE PADUA II,3,2019,0,2.4,33.2,25.5,3,60,3066
SAN ANTONIO DE PADUA II,4,2019,0,3.6,35.4,27.3,3,59,3066
SAN ANTONIO DE PADUA II,5,2019,0,61.9,34.5,27.6,3,74,3065
SAN ANTONIO DE PADUA II,6,2019,0,271.1,34.5,27.4,3,74,3065
SAN ANTONIO DE PADUA II,7,2019,2,309.8,32.5,26.4,3,80,3064
SAN ANTONIO DE PADUA II,8,2019,3,622.9,30.9,26.3,4,83,3064
SAN ANTONIO DE PADUA II,9,2019,6,330.1,31.7,25.9,3,81,3063
SAN ANTONIO DE PADUA II,10,2019,1,33.2,33.2,26.5,3,76,3063
SAN ANTONIO DE PADUA II,11,2019,1,149.8,31.9,25.9,2,78,3062
SAN ANTONIO DE PADUA II,12,2019,0,119.5,31.5,25.4,3,75,3062
SAN ANTONIO DE PADUA II,1,2020,4,4.2,31,24.9,3,73,3062
SAN ANTONIO DE PADUA II,2,2020,0,31.6,31.1,24.1,3,70,3061
SAN ANTONIO DE PADUA II,3,2020,0,2,33.3,26.2,3,64,3061
SAN ANTONIO DE PADUA II,4,2020,0,0,35,27.4,3,64,3060
SAN ANTONIO DE PADUA II,5,2020,0,190.2,34.9,27.8,2,71,3060
SAN ANTONIO DE PADUA II,6,2020,0,269.5,34.1,27.5,3,74,3059
SAN ANTONIO DE PADUA II,7,2020,0,230.4,33.8,26.6,2,78,3059
SAN ANTONIO DE PADUA II,8,2020,0,214.2,32.2,26.3,2,81,3058
SAN ANTONIO DE PADUA II,9,2020,0,130.9,33.7,26.9,2,80,3058
SAN ANTONIO DE PADUA II,10,2020,0,375.7,31.8,26.1,3,82,3057
SAN ANTONIO DE PADUA II,11,2020,1,203.6,31.6,25.6,3,82,3057
SAN ANTONIO DE PADUA II,12,2020,0,123.9,31,25.6,2,81,3056
SAN ANTONIO DE PADUA II,1,2021,1,84.6,30.3,24.6,2,77,3083
SAN ANTONIO DE PADUA II,2,2021,0,25.9,31.3,24.7,2,75,3085
SAN ANTONIO DE PADUA II,3,2021,0,14.3,33.5,26.2,3,70,3087
SAN ANTONIO DE PADUA II,4,2021,0,4.4,33.9,26.7,3,67,3088
SAN ANTONIO DE PADUA II,5,2021,0,0.2,35.6,28.2,3,66,3090
SAN ANTONIO DE PADUA II,6,2021,0,121.5,32.8,26.8,3,78,3092
SAN ANTONIO DE PADUA II,7,2021,0,682.6,31.6,26.3,3,85,3093
SAN ANTONIO DE PADUA II,8,2021,0,136.4,32.6,26.7,3,83,3095
SAN ANTONIO DE PADUA II,9,2021,0,236,32.2,26.5,2,85,3097
SAN ANTONIO DE PADUA II,10,2021,1,121.8,32,26.3,2,82,3098
SAN ANTONIO DE PADUA II,11,2021,0,17.4,33,26.7,2,77,3100
SAN ANTONIO DE PADUA II,12,2021,0,59.3,31.2,25.1,3,73,3102
SAN ANTONIO DE PADUA II,1,2022,0,15.8,30.8,24.7,3,73,3103
SAN ANTONIO DE PADUA II,2,2022,0,17.8,31.7,25.5,3,70,3105
SAN ANTONIO DE PADUA II,3,2022,0,33.8,33.7,26.8,3,68,3107
SAN ANTONIO DE PADUA II,4,2022,0,41.4,33.2,26.7,3,70,3108
SAN ANTONIO DE PADUA II,5,2022,0,232.2,34.1,27.1,3,75,3110
SAN ANTONIO DE PADUA II,6,2022,0,74,33.8,27.2,2,77,3112
SAN ANTONIO DE PADUA II,7,2022,0,202.8,33,26.8,3,81,3113
SAN ANTONIO DE PADUA II,8,2022,0,401.8,31.6,25.9,2,83,3115
SAN ANTONIO DE PADUA II,9,2022,1,400.4,31.3,25.9,3,84,3117
SAN ANTONIO DE PADUA II,10,2022,1,367.8,32.6,26.9,3,82,3118
SAN ANTONIO DE PADUA II,11,2022,0,103,31.7,26,3,79,3120
SAN ANTONIO DE PADUA II,12,2022,0,64.4,30.8,25.7,3,76,3122
SAN ANTONIO DE PADUA II,1,2023,0,72.6,29.7,24.6,3,75,3123
SAN ANTONIO DE PADUA II,2,2023,0,12.4,31,24.9,3,69,3125
SAN ANTONIO DE PADUA II,3,2023,1,0.4,32.3,25.1,4,64,3127
SAN ANTONIO DE PADUA II,4,2023,0,68.7,33.5,26.7,3,69,3129
SAN ANTONIO DE PADUA II,5,2023,1,134.6,34.4,27.7,4,73,3130
SAN ANTONIO DE PADUA II,6,2023,0,200.4,33.2,26.7,3,81,3132
SAN ANTONIO DE PADUA II,7,2023,0,476,32.9,26.7,3,82,3134
SAN ANTONIO DE PADUA II,8,2023,1,289.2,32,27.5,4,81,3135
SAN ANTONIO DE PADUA II,9,2023,0,315.3,32.3,26.8,3,84,3137
SAN ANTONIO DE PADUA II,10,2023,0,201.3,31.8,26.6,3,82,3139
SAN ANTONIO DE PADUA II,11,2023,0,16.3,32.4,26.7,3,78,3140
SAN ANTONIO DE PADUA II,12,2023,0,47.2,31.5,26,3,79,3142
SAN ANTONIO DE PADUA II,1,2024,0,1.02,32.2,27.2,3,74,3144
SAN ANTONIO DE PADUA II,2,2024,0,2.54,31.7,25.5,3,66,3145
SAN ANTONIO DE PADUA II,3,2024,0,0.2,32.3,26.3,4,65,3147
SAN ANTONIO DE PADUA II,4,2024,0,0,35.3,27.9,4,60,3149
SAN ANTONIO DE PADUA II,5,2024,0,113.3,35.2,28.4,4,71,3150
SAN ANTONIO DE PADUA II,6,2024,1,212.9,33.7,27.7,3,78,3152
SAN ANTONIO DE PADUA II,7,2024,0,509.8,31.9,26.8,3,82,3154
SAN ANTONIO DE PADUA II,8,2024,1,289.6,32.5,27,3,82,3156
SAN ANTONIO DE PADUA II,9,2024,1,371.1,31.1,26.7,3,84,3157
SAN ANTONIO DE PADUA II,10,2024,2,303,31.7,26.8,3,84,3159
SAN ANTONIO DE PADUA II,11,2024,0,82,32.1,26.7,2,78,3161
SAN ANTONIO DE PADUA II,12,2024,1,128,30.2,25.8,2,81,3162
SAN ANTONIO DE PADUA II,1,2025,,8.1,30.2,25.3,2,74,3164
SAN ANTONIO DE PADUA II,2,2025,,8.1,30.7,25.4,3,73,3166
SAN ANTONIO DE PADUA II,3,2025,,14,32,26.3,3,69,3167
SAN ANTONIO DE PADUA II,4,2025,,0,35,28,4,66,3169
SAN ANTONIO DE PADUA II,5,2025,,1116.8,34.9,28.1,4,71,3171
SAN ANTONIO DE PADUA II,6,2025,,1249.7,32.2,26.7,2,81,3173
SAN ANTONIO DE PADUA II,7,2025,,2286.3,30.3,26.4,4,87,3174
SAN ANTONIO DE PADUA II,8,2025,,281,31.5,26.4,2,82,3176
SAN ANTONIO DE PADUA II,9,2025,,331.2,30.6,25.7,3,87,3178
SAN ANTONIO DE PADUA II,10,2025,,303.5,31.2,26.3,2,84,3179
SAN ANTONIO DE PADUA II,11,2025,,100.3,31,27,4,84,3181
SAN ANTONIO DE PADUA II,12,2025,,111.7,30.9,25.62,2,77,3183
SAN ANTONIO DE PADUA II,1,2026,,26.7,30.5,25.03,2,74,3185
SAN ANTONIO DE PADUA II,2,2026,,17.1,31.1,24.87,3,69,3187
SAN ANTONIO DE PADUA II,3,2026,,17,32.66,25.94,3,65,3189
SAN ANTONIO DE PADUA II,4,2026,,16.1,34.43,27.25,3,64,3191
SAN ANTONIO DE PADUA II,5,2026,,196.3,34.87,28,3,70,3192
SAN DIONISIOÃÂ (BARANGAY 1),1,2010,0,5.8,30.28461538,24.66153846,4,76,6352
SAN DIONISIOÃÂ (BARANGAY 1),2,2010,0,0,31.16923077,24.77692308,4,69,6362
SAN DIONISIOÃÂ (BARANGAY 1),3,2010,0,10.4,32.56923077,25.8,4,68,6372
SAN DIONISIOÃÂ (BARANGAY 1),4,2010,0,45.4,34.3,27.03076923,5,65,6383
SAN DIONISIOÃÂ (BARANGAY 1),5,2010,0,36.8,34.89230769,27.87692308,4,69,6393
SAN DIONISIOÃÂ (BARANGAY 1),6,2010,0,151.2,33.31538462,27.09230769,3,86,6403
SAN DIONISIOÃÂ (BARANGAY 1),7,2010,0,355.9,32.9,26.9,3,85,6413
SAN DIONISIOÃÂ (BARANGAY 1),8,2010,2,375.2,32.3,26.5,3,86,6424
SAN DIONISIOÃÂ (BARANGAY 1),9,2010,1,291.8,32.5,26.7,2,85,6434
SAN DIONISIOÃÂ (BARANGAY 1),10,2010,2,444.7,31.6,26.6,3,88,6444
SAN DIONISIOÃÂ (BARANGAY 1),11,2010,0,240.9,31.3,26.2,3,86,6454
SAN DIONISIOÃÂ (BARANGAY 1),12,2010,0,98,30.3,25.7,3,84,6465
SAN DIONISIOÃÂ (BARANGAY 1),1,2011,0,69.7,30,24.7,3,83,6475
SAN DIONISIOÃÂ (BARANGAY 1),2,2011,0,0,31,24.9,4,77,6485
SAN DIONISIOÃÂ (BARANGAY 1),3,2011,0,48,31.3,25.6,4,77,6496
SAN DIONISIOÃÂ (BARANGAY 1),4,2011,0,3,32.7,26,5,70,6506
SAN DIONISIOÃÂ (BARANGAY 1),5,2011,0,251.7,34.3,27.1,3,80,6517
SAN DIONISIOÃÂ (BARANGAY 1),6,2011,0,744.5,32,26.4,3,85,6527
SAN DIONISIOÃÂ (BARANGAY 1),7,2011,0,393.1,31.3,26.4,3,87,6537
SAN DIONISIOÃÂ (BARANGAY 1),8,2011,1,486.6,31.2,26.3,3,90,6548
SAN DIONISIOÃÂ (BARANGAY 1),9,2011,1,423.1,31.1,25.9,3,90,6558
SAN DIONISIOÃÂ (BARANGAY 1),10,2011,0,172.1,32.5,25.9,3,87,6569
SAN DIONISIOÃÂ (BARANGAY 1),11,2011,0,156.2,31.7,25.7,3,82,6579
SAN DIONISIOÃÂ (BARANGAY 1),12,2011,0,198.5,30,25.3,3,86,6590
SAN DIONISIOÃÂ (BARANGAY 1),1,2012,0,25.2,30.8,25.3,3,82,6600
SAN DIONISIOÃÂ (BARANGAY 1),2,2012,0,104.2,31.2,25.4,4,79,6611
SAN DIONISIOÃÂ (BARANGAY 1),3,2012,0,88.5,31.6,25.6,4,78,6622
SAN DIONISIOÃÂ (BARANGAY 1),4,2012,0,10.5,34.5,27,4,71,6632
SAN DIONISIOÃÂ (BARANGAY 1),5,2012,0,294.3,34.5,27.5,3,83,6643
SAN DIONISIOÃÂ (BARANGAY 1),6,2012,0,232,32.2,26.7,3,83,6653
SAN DIONISIOÃÂ (BARANGAY 1),7,2012,0,748,31.7,25.9,3,87,6664
SAN DIONISIOÃÂ (BARANGAY 1),8,2012,0,1186.3,30.4,25.3,3,87,6675
SAN DIONISIOÃÂ (BARANGAY 1),9,2012,0,591.5,31.5,25.8,2,85,6685
SAN DIONISIOÃÂ (BARANGAY 1),10,2012,1,308,31.7,25.6,3,81,6696
SAN DIONISIOÃÂ (BARANGAY 1),11,2012,0,12.7,33,26.2,3,78,6707
SAN DIONISIOÃÂ (BARANGAY 1),12,2012,0,11.4,32,25.8,3,78,6717
SAN DIONISIOÃÂ (BARANGAY 1),1,2013,0,37.6,30.2,24.2,4,76,6728
SAN DIONISIOÃÂ (BARANGAY 1),2,2013,0,110,32,25,4,73,6739
SAN DIONISIOÃÂ (BARANGAY 1),3,2013,0,58.4,33,26.1,4,76,6750
SAN DIONISIOÃÂ (BARANGAY 1),4,2013,0,1.4,35.3,27.7,4,71,6761
SAN DIONISIOÃÂ (BARANGAY 1),5,2013,0,47.4,35,28,3,78,6771
SAN DIONISIOÃÂ (BARANGAY 1),6,2013,0,290.9,34.1,27.1,2,85,6782
SAN DIONISIOÃÂ (BARANGAY 1),7,2013,0,533,32.7,25.9,2,85,6793
SAN DIONISIOÃÂ (BARANGAY 1),8,2013,2,1339.5,31,25.5,2,88,6804
SAN DIONISIOÃÂ (BARANGAY 1),9,2013,1,977.2,30.5,25.5,2,89,6815
SAN DIONISIOÃÂ (BARANGAY 1),10,2013,0,246.3,31.2,25.7,2,84,6826
SAN DIONISIOÃÂ (BARANGAY 1),11,2013,3,130.2,31.4,25.9,2,84,6837
SAN DIONISIOÃÂ (BARANGAY 1),12,2013,0,28.8,31.3,25.4,2,82,6847
SAN DIONISIOÃÂ (BARANGAY 1),1,2014,0,0.4,29.5,23.4,3,76,6858
SAN DIONISIOÃÂ (BARANGAY 1),2,2014,0,3.3,31.3,24.1,3,74,6869
SAN DIONISIOÃÂ (BARANGAY 1),3,2014,0,7.2,32.5,25.4,4,72,6880
SAN DIONISIOÃÂ (BARANGAY 1),4,2014,0,1.2,35,26.8,4,70,6891
SAN DIONISIOÃÂ (BARANGAY 1),5,2014,0,84.5,36.3,28.3,3,73,6902
SAN DIONISIOÃÂ (BARANGAY 1),6,2014,0,321.4,33.2,27,2,82,6913
SAN DIONISIOÃÂ (BARANGAY 1),7,2014,0,523.4,31.7,25.8,3,88,6924
SAN DIONISIOÃÂ (BARANGAY 1),8,2014,0,296.8,32,26.5,3,86,6936
SAN DIONISIOÃÂ (BARANGAY 1),9,2014,0,460.3,31.7,26.2,2,86,6947
SAN DIONISIOÃÂ (BARANGAY 1),10,2014,1,212.9,32,26.2,2,85,6958
SAN DIONISIOÃÂ (BARANGAY 1),11,2014,1,27.8,32,25.9,2,81,6969
SAN DIONISIOÃÂ (BARANGAY 1),12,2014,0,163.2,30.1,25.2,2,82,6980
SAN DIONISIOÃÂ (BARANGAY 1),1,2015,1,31.8,29.5,23.6,2,79,6991
SAN DIONISIOÃÂ (BARANGAY 1),2,2015,3,1,30.7,24.1,3,72,7002
SAN DIONISIOÃÂ (BARANGAY 1),3,2015,2,7.8,32,25.1,2,65,7014
SAN DIONISIOÃÂ (BARANGAY 1),4,2015,1,0,34.3,26.8,2,63,7025
SAN DIONISIOÃÂ (BARANGAY 1),5,2015,0,10.2,35.3,28,3,69,7036
SAN DIONISIOÃÂ (BARANGAY 1),6,2015,0,166.8,34.6,27.7,3,74,7047
SAN DIONISIOÃÂ (BARANGAY 1),7,2015,1,352.8,32.2,26.7,3,81,7058
SAN DIONISIOÃÂ (BARANGAY 1),8,2015,3,312.6,32.6,26.7,3,82,7070
SAN DIONISIOÃÂ (BARANGAY 1),9,2015,6,359.2,32.9,26.6,3,82,7081
SAN DIONISIOÃÂ (BARANGAY 1),10,2015,8,188,32.1,26.7,3,80,7092
SAN DIONISIOÃÂ (BARANGAY 1),11,2015,6,9.4,32.8,26.5,3,72,7104
SAN DIONISIOÃÂ (BARANGAY 1),12,2015,1,294.7,31,25.3,3,75,7115
SAN DIONISIOÃÂ (BARANGAY 1),1,2016,0,1.4,31.3,25.3,3,70,6928
SAN DIONISIOÃÂ (BARANGAY 1),2,2016,0,80.6,30.8,24.9,4,66,6923
SAN DIONISIOÃÂ (BARANGAY 1),3,2016,0,0.2,32.8,26.3,4,64,6919
SAN DIONISIOÃÂ (BARANGAY 1),4,2016,0,20.2,35,27.9,4,61,6915
SAN DIONISIOÃÂ (BARANGAY 1),5,2016,0,93.4,34.8,28.3,3,68,6911
SAN DIONISIOÃÂ (BARANGAY 1),6,2016,0,182.2,33.4,27.5,3,78,6907
SAN DIONISIOÃÂ (BARANGAY 1),7,2016,0,303,33.1,27,3,80,6903
SAN DIONISIOÃÂ (BARANGAY 1),8,2016,0,775.4,31.1,26.6,3,84,6899
SAN DIONISIOÃÂ (BARANGAY 1),9,2016,0,145.3,32.3,26.8,3,81,6895
SAN DIONISIOÃÂ (BARANGAY 1),10,2016,0,208.8,32,26.6,3,80,6891
SAN DIONISIOÃÂ (BARANGAY 1),11,2016,0,88.9,31.1,26,3,76,6887
SAN DIONISIOÃÂ (BARANGAY 1),12,2016,1,89.8,30.9,25.8,3,77,6883
SAN DIONISIOÃÂ (BARANGAY 1),1,2017,0,52.5,29.7,25,3,74,6879
SAN DIONISIOÃÂ (BARANGAY 1),2,2017,0,5.4,30,24.5,4,71,6875
SAN DIONISIOÃÂ (BARANGAY 1),3,2017,0,6.4,32.1,25.8,4,65,6871
SAN DIONISIOÃÂ (BARANGAY 1),4,2017,0,39.3,33.8,27.2,4,68,6867
SAN DIONISIOÃÂ (BARANGAY 1),5,2017,1,186.4,34.4,28.3,3,71,6863
SAN DIONISIOÃÂ (BARANGAY 1),6,2017,0,105.1,33.6,27.7,3,77,6859
SAN DIONISIOÃÂ (BARANGAY 1),7,2017,0,467.2,31.8,26.8,3,81,6855
SAN DIONISIOÃÂ (BARANGAY 1),8,2017,0,323,32.6,27.1,3,81,6851
SAN DIONISIOÃÂ (BARANGAY 1),9,2017,1,382.7,32.3,27.1,3,81,6848
